nome_loja,url,data_scraping,emails,telefones,whatsapp_links,whatsapp_numeros,facebook,instagram,linkedin,twitter,youtube
1883,https://scholarsjunction.msstate.edu/usg-volumes/30/,2025-03-12T09:13:43.313854,"export@routin.com, usgpresidentiallibrary@library.msstate.edu",,,,https://www.facebook.com/1883syrups,https://www.instagram.com/1883syrups,,,https://www.youtube.com/user/1883Channel
19BR,https://www.yishama.com/product/c-aegean-19/,2025-03-12T09:13:53.664277,,"1590049910467, 972584442523, 79829997535, (11) 3042-5600, 79581273050, 79581273032, 1590049918186, 34372734263, 1590049925369, 1590049903818",https://wa.me/972584442523,972584442523,"https://www.facebook.com/yishamapantam, https://www.facebook.com/lojaessenciabrasileira","https://www.instagram.com/essenciabrasileira, https://www.instagram.com/yishama_official",,,https://www.youtube.com/user/TerraNXX123
1Fit,https://1fit.app/,2025-03-12T09:14:02.879367,support@1fit.app,,,,,,,,
20V,https://www.dengo.com.br/,2025-03-12T09:14:16.396702,ola@dengo.com,"638422447157470, 638536095378300, 5511971836890, 638530115914470, 503952129.1694","https://wa.me/5511971836890, https://wa.me/5511971836890, https://wa.me/5511971836890, https://wa.me/5511971836890","5511971836890, 5511971836890, 5511971836890, 5511971836890",https://www.facebook.com/dengochocolates,https://www.instagram.com/dengochocolates,,,https://www.youtube.com/channel/UCrgLwbDa7M9CvleG7hytDgQ
24 Horas Filtros,https://www.unimedserragaucha.com.br/pagina/fale-com-a-gente,2025-03-12T09:14:24.721346,"sacreembolso@unimedserragaucha.com.br, sacagendamento@unimedserragaucha.com.br, ouvidoria@unimednoredsters.com.br, ouvidoria@unimedserragaucha.com.br, negociacoespj@unimedserragaucha.com.br, sacunimed@unimedserragaucha.com.br","+55 31 2342 1061, 54 3261.4652, +55 71 4040 4410, +55 61 3181 0348, +17865036965, 54 3220 2000, +555432016120, +555432607300, +555432899300, +55 85 3182 5006","https://wa.me/5554992665371, https://wa.me/5554996053947, https://wa.me/555432202030, https://wa.me/5554997111666, https://wa.me/555408000512100, https://wa.me/5554, https://wa.me/5508000512100, https://wa.me/5554996442322, https://wa.me/5554991291208","5554, 5554997111666, 5554996442322, 5508000512100, 5554992665371, 5554996053947, 555432202030, 555408000512100, 5554991291208","https://www.facebook.com/UnimedNordesteRS, https://www.facebook.com/avis",https://www.instagram.com/unimednordeste_rs,"https://www.linkedin.com/company/unimed-nordeste-rs, https://www.linkedin.com/company/avis-budget-group","https://twitter.com/avis, https://twitter.com/unimedners",https://www.youtube.com/c/UnimedNordesteRSoficial
24 Print Embalagens,https://www.24print.com.br/,2025-03-12T09:14:33.376899,"vendas@pdvprint.com.br, sac@24print.com.br","1132083000, (11) 95334-7391, (11) 3208-3000, 5511953347391, (11) 2021-3668, 551132083000, 1120213668","https://wa.me/5511953347391, https://wa.me/551132083000","551132083000, 5511953347391","https://www.facebook.com/24printembalagens, https://www.facebook.com/pdvprintembalagens","https://www.instagram.com/pdvprintembalagens, https://www.instagram.com/24printembalagens","https://www.linkedin.com/company/24-print-embalagens, https://www.linkedin.com/company/pdvprintembalagens",,https://www.youtube.com/channel/UC5ZTjTIBwhPlt2zDzpnvpFg
25Best,https://blog.timetap.com/blog/posts/best-welcome-messages-for-new-employees,2025-03-12T09:14:40.964646,"support@delight.chat, preetam@delight.chat, marketing@delight.chat",1577703156,,,"https://www.facebook.com/delightchat, https://www.facebook.com/timetap.onlinescheduling",https://www.instagram.com/delightchat,"https://www.linkedin.com/company/delightchat, https://www.linkedin.com/company/timetap","https://twitter.com/tmtap, https://twitter.com/delightchathq",
2Eletro,https://www.ricardoeletro.com.br/,2025-03-12T09:14:48.173298,"exfuncionarios@maquinadevendas.com.br, imprensa@maquinadevendas.com.br, sac@maquinadevendas.com.br","(31) 4042-1278, (11) 3003-7296",,,https://facebook.com/RicardoEletro,https://www.instagram.com/ricardoeletrooficial,,,
2Go Bag,https://www.2gobag.com.br/,2025-03-12T09:14:57.082785,contato@2gobag.com.br,"920767951401527, 3511460628687, (11) 97664-5667, 5511930790508, (11) 93079-0508, (11) 4063-0406",https://wa.me/5511930790508,5511930790508,"http://www.facebook.com/uninaturalprodutosnaturais, https://facebook.com/2gobag, https://www.facebook.com/2gobag, https://www.facebook.com/share.php","http://www.instagram.com/uninatural, https://instagram.com/2gobag",,https://twitter.com/share,https://www.youtube.com/channel/UCGw6rR1uoot5xmJbPejVz3w
2i Eletrônica,https://www.jacutinga.mg.gov.br/,2025-03-12T09:15:06.186571,ouvidoria@jacutinga.mg.gov.br,"(85) 3195-8400, 553534431022, (85) 3453-3500, (35) 3443-1022",,,"https://www.facebook.com/prefeituradejacutinga, facebook.com/trecejus","https://www.instagram.com/tre.ceara, https://www.instagram.com/prefeituradejacutinga",https://www.linkedin.com/company/treceara,,https://www.youtube.com/channel/UCraifwHIlA6jTysHUyHZwfw
