nome_loja,url,data_scraping,emails,telefones,whatsapp_links,whatsapp_numeros,facebook,instagram,linkedin,twitter,youtube
1883,https://scholarsjunction.msstate.edu/usg-volumes/30/,2025-03-12T09:13:43.313854,"export@routin.com, usgpresidentiallibrary@library.msstate.edu",,,,https://www.facebook.com/1883syrups,https://www.instagram.com/1883syrups,,,https://www.youtube.com/user/1883Channel
19BR,https://www.yishama.com/product/c-aegean-19/,2025-03-12T09:13:53.664277,,"1590049910467, 972584442523, 79829997535, (11) 3042-5600, 79581273050, 79581273032, 1590049918186, 34372734263, 1590049925369, 1590049903818",https://wa.me/972584442523,972584442523,"https://www.facebook.com/yishamapantam, https://www.facebook.com/lojaessenciabrasileira","https://www.instagram.com/essenciabrasileira, https://www.instagram.com/yishama_official",,,https://www.youtube.com/user/TerraNXX123
1Fit,https://1fit.app/,2025-03-12T09:14:02.879367,support@1fit.app,,,,,,,,
20V,https://www.dengo.com.br/,2025-03-12T09:14:16.396702,ola@dengo.com,"638422447157470, 638536095378300, 5511971836890, 638530115914470, 503952129.1694","https://wa.me/5511971836890, https://wa.me/5511971836890, https://wa.me/5511971836890, https://wa.me/5511971836890","5511971836890, 5511971836890, 5511971836890, 5511971836890",https://www.facebook.com/dengochocolates,https://www.instagram.com/dengochocolates,,,https://www.youtube.com/channel/UCrgLwbDa7M9CvleG7hytDgQ
24 Horas Filtros,https://www.unimedserragaucha.com.br/pagina/fale-com-a-gente,2025-03-12T09:14:24.721346,"sacreembolso@unimedserragaucha.com.br, sacagendamento@unimedserragaucha.com.br, ouvidoria@unimednoredsters.com.br, ouvidoria@unimedserragaucha.com.br, negociacoespj@unimedserragaucha.com.br, sacunimed@unimedserragaucha.com.br","+55 31 2342 1061, 54 3261.4652, +55 71 4040 4410, +55 61 3181 0348, +17865036965, 54 3220 2000, +555432016120, +555432607300, +555432899300, +55 85 3182 5006","https://wa.me/5554992665371, https://wa.me/5554996053947, https://wa.me/555432202030, https://wa.me/5554997111666, https://wa.me/555408000512100, https://wa.me/5554, https://wa.me/5508000512100, https://wa.me/5554996442322, https://wa.me/5554991291208","5554, 5554997111666, 5554996442322, 5508000512100, 5554992665371, 5554996053947, 555432202030, 555408000512100, 5554991291208","https://www.facebook.com/UnimedNordesteRS, https://www.facebook.com/avis",https://www.instagram.com/unimednordeste_rs,"https://www.linkedin.com/company/unimed-nordeste-rs, https://www.linkedin.com/company/avis-budget-group","https://twitter.com/avis, https://twitter.com/unimedners",https://www.youtube.com/c/UnimedNordesteRSoficial
24 Print Embalagens,https://www.24print.com.br/,2025-03-12T09:14:33.376899,"vendas@pdvprint.com.br, sac@24print.com.br","1132083000, (11) 95334-7391, (11) 3208-3000, 5511953347391, (11) 2021-3668, 551132083000, 1120213668","https://wa.me/5511953347391, https://wa.me/551132083000","551132083000, 5511953347391","https://www.facebook.com/24printembalagens, https://www.facebook.com/pdvprintembalagens","https://www.instagram.com/pdvprintembalagens, https://www.instagram.com/24printembalagens","https://www.linkedin.com/company/24-print-embalagens, https://www.linkedin.com/company/pdvprintembalagens",,https://www.youtube.com/channel/UC5ZTjTIBwhPlt2zDzpnvpFg
25Best,https://blog.timetap.com/blog/posts/best-welcome-messages-for-new-employees,2025-03-12T09:14:40.964646,"support@delight.chat, preetam@delight.chat, marketing@delight.chat",1577703156,,,"https://www.facebook.com/delightchat, https://www.facebook.com/timetap.onlinescheduling",https://www.instagram.com/delightchat,"https://www.linkedin.com/company/delightchat, https://www.linkedin.com/company/timetap","https://twitter.com/tmtap, https://twitter.com/delightchathq",
2Eletro,https://www.ricardoeletro.com.br/,2025-03-12T09:14:48.173298,"exfuncionarios@maquinadevendas.com.br, imprensa@maquinadevendas.com.br, sac@maquinadevendas.com.br","(31) 4042-1278, (11) 3003-7296",,,https://facebook.com/RicardoEletro,https://www.instagram.com/ricardoeletrooficial,,,
2Go Bag,https://www.2gobag.com.br/,2025-03-12T09:14:57.082785,contato@2gobag.com.br,"920767951401527, 3511460628687, (11) 97664-5667, 5511930790508, (11) 93079-0508, (11) 4063-0406",https://wa.me/5511930790508,5511930790508,"http://www.facebook.com/uninaturalprodutosnaturais, https://facebook.com/2gobag, https://www.facebook.com/2gobag, https://www.facebook.com/share.php","http://www.instagram.com/uninatural, https://instagram.com/2gobag",,https://twitter.com/share,https://www.youtube.com/channel/UCGw6rR1uoot5xmJbPejVz3w
2i Eletrônica,https://www.jacutinga.mg.gov.br/,2025-03-12T09:15:06.186571,ouvidoria@jacutinga.mg.gov.br,"(85) 3195-8400, 553534431022, (85) 3453-3500, (35) 3443-1022",,,"https://www.facebook.com/prefeituradejacutinga, facebook.com/trecejus","https://www.instagram.com/tre.ceara, https://www.instagram.com/prefeituradejacutinga",https://www.linkedin.com/company/treceara,,https://www.youtube.com/channel/UCraifwHIlA6jTysHUyHZwfw
2L AUTO PARTS,https://www.boschautoparts.com/,2025-03-12T09:15:15.595107,,,,,"https://www.facebook.com/arbusa, https://www.facebook.com/BoschAutoNA","https://www.instagram.com/arb4x4usa, https://www.instagram.com/Boschautoparts",https://www.linkedin.com/company/arb-air-locker-inc,https://twitter.com/boschautona,
2M Plastic,https://www.dengo.com.br/,2025-03-12T09:15:29.476647,ola@dengo.com,"638422447157470, 638536095378300, 5511971836890, 638530115914470, 503952129.1694","https://wa.me/5511971836890, https://wa.me/5511971836890, https://wa.me/5511971836890, https://wa.me/5511971836890","5511971836890, 5511971836890, 5511971836890, 5511971836890",https://www.facebook.com/dengochocolates,https://www.instagram.com/dengochocolates,,,https://www.youtube.com/channel/UCrgLwbDa7M9CvleG7hytDgQ
2Rios,https://www.2rios.com/,2025-03-12T09:15:36.351811,sac@doisrioslingerie.com,(47) 3043-9622,,,https://www.facebook.com/2Rios.oficial,https://www.instagram.com/doisrios.oficiall,,,https://www.youtube.com/user/2rioslingerie
3 Corações,https://www.cafe3coracoes.com.br/contato/,2025-03-12T09:15:44.467520,"sac@3coracoes.com.br, SAC@3CORACOES.COM.BR, atendimento@3coracoes.com.br","08009792021, 08005910232, 08000313033, 08000313303, 5511989821930, (11) 99208-6657","https://wa.me/5511992086657, https://wa.me/5511989821930","5511989821930, 5511992086657",https://www.facebook.com/cafe3coracoes,https://instagram.com/3coracoes,https://www.linkedin.com/company/3coracoes,https://twitter.com/3coracoes,https://www.youtube.com/user/cafetrescoracoes
3 Palavrinhas,https://www.3palavrinhas.com.br/contato,2025-03-12T09:15:54.382577,"amigos@3palavrinhas.com.br, lojavirtual@3palavrinhas.com.br","1671026437.2172, (31) 3317-6000, 648906707763671, 5511994192574, (11) 99419-2574, (31) 99348-8637, 11994192574",https://wa.me/5511994192574,5511994192574,https://www.facebook.com/3palavrinhas,"https://www.instagram.com/3palavrinhas, https://instagram.com/3palavrinhaslojaoficial",https://www.linkedin.com/company/oinc-filmes,,
360,https://www.ticket360.com.br/central-de-ajuda,2025-03-12T09:16:02.956171,"garantia@ticket360.com.br, serasa@novidades.serasa.com.br, serasa@suaconta.serasa.com.br, serasa@contato.serasa.com.br, Serasa@suaconta.serasa.com.br, serasapremium@comunicados.serasa.com.br, transferencia@ticket360.com.br, serasa.comunicado@contato.serasa.com.br, faleconosco@ticket360.com.br, portalparceiro@suaconta.serasa.com.br, contato@ticket360.com.br, comercial@ticket360.com.br, analise@ticket360.com.br","5511995752096, 11 2847-3631, 11 2847-3868, +55 11 2797-0777, (11) 99575-2096, 11 2847-3647, 1127970777",https://wa.me/5511995752096,5511995752096,"https://www.facebook.com/ticket360, https://www.facebook.com/serasa.com.br","https://instagram.com/ticket360, https://instagram.com/serasa","https://www.linkedin.com/company/serasa, https://www.linkedin.com/company/ticket360-",https://twitter.com/tonaserasa,
3C Autopeças,https://castrillon.com.br/,2025-03-12T09:16:12.582864,,"+551639466011, 2025-2061-1943, 2025-4750-1943, (16) 3946-6011, +551621020202, 6467522822, 265728273890284",,,"https://www.facebook.com/vwsantaemilia, https://www.facebook.com/pages","https://www.instagram.com/castrillonautopecas, https://www.instagram.com/vwsantaemilia","https://www.linkedin.com/company/castrillon-autopecas, https://www.linkedin.com/company/santa-em-lia-ve-culos",,https://www.youtube.com/user/santaemiliaveiculos
3D FAZ,https://www.elegoo.com/pages/support-center,2025-03-12T09:16:21.464597,"to@example.com, test@example.com, from_email@example.com",,,,"https://www.facebook.com/ELEGOOOfficial, https://www.facebook.com/SendGrid",https://www.instagram.com/elegoo,https://www.linkedin.com/company/sendgrid,"https://twitter.com/sendgrid, https://twitter.com/Elegoo_Official",
3D Fila,https://3dfila.com.br/suporte/,2025-03-12T09:16:41.217167,contato@voolt3d.com.br,"(31) 3417-6464, 5511937083025, +553134176464, (11) 93708-3025, 11937083025, 5511950399547, 11 95039-9547, 553134176464","https://wa.me/5511950399547, https://wa.me/553134176464, https://wa.me/5511937083025","553134176464, 5511937083025, 5511950399547","https://www.facebook.com/3dfila, https://www.facebook.com/voolt3d","https://www.instagram.com/p, https://www.instagram.com/reel, https://www.instagram.com/voolt3d, https://www.instagram.com/3dfila_brasil",https://www.linkedin.com/company/voolt-3d,,"https://www.youtube.com/channel/UCU06GFleVVTpq-UWel6JxSA, https://www.youtube.com/c/3dfilaBr"
3d Gold Print,https://www.ysfilament.com/products/double-layers-pla-3d-filament-supplier-pla-manufacturer-pp-filament-conductive-pla-carbon-fiber-pa12-supplier,2025-03-12T09:16:50.347970,customer@flashforge.com,"721107195322840, 721004276834264, 61573450655465, 728784351427515",,,"https://www.facebook.com/profile.php, https://www.facebook.com/Yousu3D, https://www.facebook.com/flashforge3dprinters","https://www.instagram.com/flashforge3dprinter, https://www.instagram.com/yousu_create3d, https://www.instagram.com/reel",,https://twitter.com/Guangzhou_YouSu,https://www.youtube.com/channel/UC1dNSxPrf3cE-pwyiSRejKA
3D HOUSE,https://www.vectric.com/,2025-03-12T09:16:58.131480,customer@flashforge.com,"721107195322840, 61573450655465",,,"https://www.facebook.com/profile.php, https://www.facebook.com/vectric, https://www.facebook.com/flashforge3dprinters","https://www.instagram.com/flashforge3dprinter, https://www.instagram.com/vectricltd",,,https://www.youtube.com/user/Vectric
3D Solar,https://gingkodesign.com/product/amber-crystal-light/,2025-03-12T09:17:07.706143,"fredsonreset@gmail.com, customerservices@gingkodesign.co.uk","1926676527, (11) 94189-4225, 1741449290, (11) 943754986",,,https://www.facebook.com/GingkoDesign,"https://www.instagram.com/gingkodesign, https://www.instagram.com/reset_eyewear",,,https://www.youtube.com/channel/UCDkwXqWRPB7ljCztVfTpnmA
3D4ALL,https://www.3d4all.com.br/p/privacidade,2025-03-12T09:17:15.720394,"dataprivacy@mercadoshops.com, contato@3d4all.com.br","11941144199, 0264424207, 0726329946, 28051479000104, 669310856556222",,,"https://www.facebook.com/3d4all, https://www.facebook.com/Imprimanta3Dfilamente, https://www.facebook.com/sharer.php",,,https://twitter.com/intent,https://www.youtube.com/channel/UCpiCBuAi8grbU-qnikx2OmQ
3DBOTS,https://cpgo.com.br/3dbotonline/,2025-03-12T09:17:38.313165,ciaoral@ciaoral.com,"(84) 98746-0001, (84) 98852-5040, (81) 3072-7520, 8432234800, (84) 3223-4800, 0018188989567, (84) 3221-5039, (84)98840-5522, (81) 98876-8481",,,"http://facebook.com/cpgoodontologia, http://facebook.com/cpgoodontologiape, https://facebook.com/share.php",http://instagram.com/cpgoodontologia,,,
3DX,https://www.elegoo.com/pages/support-center,2025-03-12T09:17:46.674817,,,,,"https://www.facebook.com/ELEGOOOfficial, https://www.facebook.com/3CX","https://www.instagram.com/official3cx, https://www.instagram.com/elegoo",https://www.linkedin.com/company/3cx,"https://twitter.com/Elegoo_Official, https://twitter.com/3CX",https://www.youtube.com/user/3cx
3DX Filamentos,https://3dlab.com.br/,2025-03-12T09:17:53.897519,contato@voolt3d.com.br,"5511937083025, (11) 93708-3025, 11937083025, 5511950399547, 553989840615, 11 95039-9547","https://wa.me/5511950399547, https://wa.me/5511937083025, https://wa.me/553989840615","553989840615, 5511937083025, 5511950399547","https://www.facebook.com/3dlabbrasil, https://www.facebook.com/voolt3d","https://www.instagram.com/p, https://www.instagram.com/reel, https://www.instagram.com/3dlab_brasil, https://www.instagram.com/voolt3d","linkedin.com/company/3d-lab-tecnologia-em-impress, https://www.linkedin.com/company/voolt-3d",,"https://www.youtube.com/channel/UCU06GFleVVTpq-UWel6JxSA, https://www.youtube.com/channel/UCbpLGW1phwIAOHrOlX48CRA"
3Green,https://qualisceramica.com/product/ronda-5-5x6-3-green-hexagon/,2025-03-12T09:18:07.529553,info@qualisceramica.com,,,,"http://www.facebook.com/sharer.php, https://www.facebook.com/qualis.ceramica",https://www.instagram.com/qualis.ceramica,,http://twitter.com/share,
3M,https://www.3m.com.br/3M/pt_BR/3m-do-brasil/fale-com-a-3m/,2025-03-12T09:18:14.333892,lpvirginio@mmm.com,"18003281667, 18662791235, 558007620042, 18003678905, +55 8007620042, 020120180908526, 020120180868534, 04582379983, 0458237936, 0458237972",,,https://www.facebook.com/3M,https://www.instagram.com/3m,https://www.linkedin.com/company/3m,,https://www.youtube.com/c/3MCorporate
3VS,https://www.3vsnutrition.com.br/central-de-atendimento,2025-03-12T09:18:20.240806,"contato@3vsnutrition.com.br, sac@3vsnutrition.com.br, contato@5hormone.com.br","+55 95 9155-5560, (11) 4607-1158, 5511956069779, 559591555560, 1146071158, 5595991555560, 95981200508, +55 11 95606-9779, 779 (11) 4607-1158","https://wa.me/559591555560, https://wa.me/95981200508, https://wa.me/5511956069779","559591555560, 5511956069779, 95981200508","https://www.facebook.com/5hormone, https://www.facebook.com/3vsNutrition","https://www.instagram.com/5hormone, https://www.instagram.com/3vsnutrition",,,https://www.youtube.com/user/newabetv
3VS Nutrition,https://www.3vsnutrition.com.br/central-de-atendimento,2025-03-12T09:18:26.099547,"contato@3vsnutrition.com.br, sac@3vsnutrition.com.br, contato@5hormone.com.br","+55 95 9155-5560, (11) 4607-1158, 5511956069779, 559591555560, 1146071158, 5595991555560, 95981200508, +55 11 95606-9779, 779 (11) 4607-1158","https://wa.me/559591555560, https://wa.me/95981200508, https://wa.me/5511956069779","559591555560, 5511956069779, 95981200508","https://www.facebook.com/5hormone, https://www.facebook.com/3vsNutrition","https://www.instagram.com/5hormone, https://www.instagram.com/3vsnutrition",,,https://www.youtube.com/user/newabetv
4 STORE PREMIUM,https://www.verizon.com/,2025-03-12T09:18:34.570465,,+18338374966,,,"https://www.facebook.com/verizon, https://www.facebook.com/Spotify","https://instagram.com/spotify, https://www.instagram.com/verizon",,"https://twitter.com/spotify, https://twitter.com/AskSpotifyStars, https://twitter.com/verizon",https://www.youtube.com/user/verizon
4Bike,https://allfenix.com/products/eco-rib-4-bike-shorts-black,2025-03-12T09:18:42.632206,contato@4bikeshop.com.br,"+611300707662, 5548999695249, 61423283260, (48) 99969-5249, 1300707662, +61423283260","https://wa.me/61423283260, https://wa.me/5548999695249","5548999695249, 61423283260","https://facebook.com/4bikeshop, https://www.facebook.com/4bikeshop, https://www.facebook.com/AllFenix","https://www.instagram.com/allfenix, www.instagram.com/4bike_shop, https://instagram.com/4bike_shop, https://www.instagram.com/4bike_shop",,,
4Fitness,https://www.4fitnessshop.com.br/atendimento-ao-cliente,2025-03-12T09:18:51.417786,4fitness.gpes@gmail.com,"+55 18 99721-8543, (18)99162-0591, 5518991620591",,,facebook.com/GarminOman.official,"https://www.instagram.com/4fitness.shop, https://www.instagram.com/garmin_oman_",https://www.linkedin.com/company/suhail-bahwan-group-holding-llc,https://twitter.com/GarminOman_Off,https://www.youtube.com/channel/UCatL1URAgnCABvA1fplYDjw
4Food Print,https://www.4foodprint.com.br/,2025-03-12T09:19:00.161023,atendimento@4foodprint.com.br,"(11) 97153-9433, 11971539433, 5511973827865",https://wa.me/5511973827865,5511973827865,https://www.facebook.com/4foodprint,https://www.instagram.com/4foodprint,https://www.linkedin.com/company/4food-print,https://twitter.com/google,
4K Store,https://www.sipolatti.com.br/,2025-03-12T09:19:09.475210,ouvidoria@sipolatti.com.br,"27243.165270083, 134676725.5004, 1649800833, 0-1226673941, 09570.169809537",,,"https://www.facebook.com/Sipolatti, https://www.facebook.com/SamsungBrasil","https://www.instagram.com/lojassipolatti, https://www.instagram.com/samsungbrasil",,,
4R ESTOFADOS,https://www.benoit.com.br/,2025-03-12T09:19:17.289494,,"+555137103800, 555137103808, (22) 99924-1901, 5522999241901, 5551997996784, 360-10010968, (51) 3710 3800",https://wa.me/5522999241901,5522999241901,"https://facebook.com/lojaeletroshop, https://www.facebook.com/lojasbenoit, https://www.facebook.com/lojaeletroshop","https://instagram.com/eletroshop_oficial, https://www.instagram.com/lojasbenoit_oficial",,,https://www.youtube.com/channel/UCNSKVknoEp3dd0zxT6iaJMA
4R Truck Center,https://www.4rtruckcenter.com.br/atendimento,2025-03-12T09:19:29.512099,contato@grupo4r.com.br,"+554934425141, 49 3442 5141, 5549999476312",,,,,,,
4Show,https://www.laconiadailysun.com/news/local/interlakes-summer-theatre-goes-nonprofit-previews-4-show-run/article_7aaaad0a-f47e-11ef-8257-eb91e625268d.html,2025-03-12T09:19:37.261701,"ads@laconiadailysun.com, feedback.android@4shared.com, sales@4sync.com",,,,"https://www.facebook.com/sharer, https://www.facebook.com/TheLaconiaDailySun, facebook.com/ads",https://www.instagram.com/laconiadailysun,https://www.linkedin.com/company/laconia-daily-sun,"https://twitter.com/intent, https://twitter.com/laconiadailysun",
4TAKES,http://www.4takes.com.br/,2025-03-12T09:19:46.788798,sac@4takes.com.br,"+55 11 91460-7433, (11) 5070-1910, (11) 5070-1918, 5511914607433, 61558276940768, +55 11 5070.1918, (11) 91460-7433, 11-5070-1910",https://wa.me/5511914607433,5511914607433,"https://www.facebook.com/4takes123, https://www.facebook.com/profile.php","https://www.instagram.com/4takes, https://www.instagram.com/abarth.wear",https://www.linkedin.com/company/4takes,,
4well,https://contacts.google.com/,2025-03-12T09:19:56.621661,,"11 97694-6815, 4002-4000 4003, 1461510055, 08006488000, 08007710301",https://wa.me/5511976946815,5511976946815,https://www.facebook.com/getnetbrasil,https://www.instagram.com/getnetbrasil,https://www.linkedin.com/company/getnet-br,https://twitter.com/getnetbrasil,https://www.youtube.com/user/getnetbrasil
4X4 Store Brasil,https://www.4x4storebrasil.com/,2025-03-12T09:20:06.601393,sac@4x4storebrasil.com,"24-19546589, 26-19648284, 553298439204, 17-19545954, 18-19545819",https://wa.me/553298439204,553298439204,"https://facebook.com/4x4storebrasil, https://www.facebook.com/4x4storebrasil, https://www.facebook.com/arbusa","https://www.instagram.com/arb4x4usa, https://instagram.com/4x4storebrasil",https://www.linkedin.com/company/arb-air-locker-inc,,
4x4sc,https://www.4x4sc.com.br/pagina/central-de-atendimento.html,2025-03-12T09:20:14.502659,"atendimento@4x4sc.com.br, financeiro@4x4sc.com.br, garantias@4x4sc.com.br","(47) 99910-0304, (47) 3488-6650, 5547991373343, (47) 3234-0331, (47) 99137-3343",https://wa.me/5547991373343,5547991373343,"https://www.facebook.com/4x4sc.com.br, https://facebook.com/4x4sc.com.br",https://instagram.com/4x4sc.com.br,,,
500 PRO,https://br.usembassy.gov/pt/u-s-citizen-services-pt/contato-horarios-agendamentos/,2025-03-12T09:20:22.007799,"portoalegreACS@state.gov, SaoPauloACS@state.gov, salvadoracs@state.gov, acsrio@state.gov, Brazil.ACS@gdit-gss.com, prefeitura@imbituva.pr.gov.br, fbu.lisbon@ssa.gov, votesaopaulo@state.gov, voteriodejaneiro@state.gov, voterecife@state.gov, manausacs@state.gov, FortalezaACS@state.gov, RecifeACS@state.gov, Votebrasilia@state.gov, BrasiliaACS@state.gov","(92) 3611-3333, 0546033683, (61) 3312-7000, 46788090234346, 1083583098, (42) 92001-0032, 55-61) 3312-7000, (61) 3550 0774, 05460336813, (13) 3500 6208",,,"http://www.facebook.com/EmbaixadadosEUA.BR, https://www.facebook.com/PrefeituradeImbituva",http://instagram.com/embaixadaeua,,,
512,https://www.fasano.com.br/contato/,2025-03-12T09:20:29.782977,,"252465282426652, +55733018-2954, +55 21 3202 4030, 283428072126342, 771766476797839, 5122234636, 5122237000",https://wa.me/59891482404,59891482404,"https://www.facebook.com/ACCDistrict, https://www.facebook.com/Grupo.Fasano","https://www.instagram.com/accdistrict, https://www.instagram.com/fasano",,https://twitter.com/accdistrict,
57Porcento,https://57porcento.com/,2025-03-12T09:20:38.034269,,"553136436916, +55 31 991656511, +55 31 36436916","https://wa.me/553136436916, https://wa.me/553136436916, https://wa.me/553136436916, https://wa.me/553136436916, https://wa.me/553136436916","553136436916, 553136436916, 553136436916, 553136436916, 553136436916",,,,,
5M Sports,https://www.nauticadventuresports.com/throttle-cable-extension-5m,2025-03-12T09:20:50.938963,"native@nauticadventuresports.com, hobie@nauticadventuresports.com","+31616703392, 54970430194039",,,facebook.com/nauticadventuresports,https://www.instagram.com/nauticadventuresports,,,
792 Cosméticos,https://www.mdanderson.org/about-md-anderson/contact-us.html,2025-03-12T09:21:02.620633,giving@mdanderson.org,"00-158910912, 18776326789",,,facebook.com/MDAnderson,instagram.com/mdandersoncancercenter,linkedin.com/company/mdandersoncancercenter,"twitter.com/mdandersonnews, https://twitter.com/MDAndersonNews",
7CARD,https://www.7card.com.br/minecoins-1720-coins-minecraft/,2025-03-12T09:21:09.792390,"arthur@faurelepage.com, contato@7card.com.br, Arthur@faurelepage.com","44 99824-9581, 1726734871, 000000000100489, 33647320339, 2074400151318",https://wa.me/33647320339,33647320339,"https://www.facebook.com/sharer, https://www.facebook.com/FaureLePageOfficial",https://www.instagram.com/faurelepage,https://www.linkedin.com/company/faur-le-page,,https://www.youtube.com/channel/UCPKbcW3MOyQllkKKikQxUZA
8 Oitava Mall,https://www.oitavamall.com.br/,2025-03-12T09:21:18.809456,"informacao@oitavo.com.br, sac@oitavamall.app.br","5222293336, 106486388550354, +55 11 3291.8089, 3884324451, 3920855393, 3844696667, 551132918080, 100003217597327, +55 11 3291.8080",https://wa.me/551132918080,551132918080,"https://www.facebook.com/Oitavamall, https://www.facebook.com/profile.php",https://www.instagram.com/oitava_mall,,,"http://www.youtube.com/user/oitavoregistro, https://www.youtube.com/channel/UCVZVqN0jL9g0HrmBjPYHzjQ"
99 Festas,https://1001festas.com.br/,2025-03-12T09:21:25.361204,,"08007756000, 551156966000, 558007782828, (31) 3212-8565","https://wa.me/551156966000, https://wa.me/558007782828","551156966000, 558007782828","facebook.com/1001Festas.Oficial, https://www.facebook.com/habibsoficial","http://instagram.com/1001festas, https://www.instagram.com/habibsoficial",linkedin.com/company/habibsonline,https://twitter.com/habibsoficial,https://www.youtube.com/channel/UCPzXQMYrUkamn4_ouSsoz6A
99MX,https://tracking.99minutos.com/,2025-03-12T09:21:31.151604,,16383780618282,,,,,,,
A Bone Foods,https://www.foodbazaar.com/,2025-03-12T09:21:39.990576,"jobs@kochfoods.com, ESG-sustainability@kochfoods.com, consumer@kochfoods.com, Consumer@kochfoods.com","1660230137, 6-1520254378, 223804312.2038, 8006924548, 203024.166189264",,,https://www.facebook.com/FoodBazaarSupermarket,https://www.instagram.com/foodbazaarsupermarket,,https://twitter.com/MyFoodBazaar,https://www.youtube.com/channel/UCCWE1Gu2J3Bq94hcRLx7LOw
